**** BEGIN LOGGING AT Sat Oct 22 09:26:56 2016

[LoverGuy has address Chat@love.friendship.faith.trust.peace.bliss]
Oct 22 09:26:56 <LoverGuy>	hi rf
Dec 27 19:00:41 <LoverGuy>	they talked when she was crimson
Dec 27 19:00:47 <RammsteinFan>	and dew said "you will know who is who"
Dec 27 19:00:49 <LoverGuy>	and begonia
Dec 27 19:00:59 <LoverGuy>	no... sapp said that to dew
Dec 27 19:01:03 <RammsteinFan>	ah ok
Dec 27 19:01:13 <LoverGuy>	meaning dew will get to know that i'm az
Dec 27 19:01:18 <RammsteinFan>	yeah i got it
Dec 27 19:01:36 <RammsteinFan>	this whole mess coz of one guy
Dec 27 19:01:41 <LoverGuy>	yes
Dec 27 19:02:06 <LoverGuy>	and he seperated frenchie and dew
Dec 27 19:02:08 <RammsteinFan>	i am sorry for you buddy
Dec 27 19:02:12 <RammsteinFan>	ah yeah
Dec 27 19:02:14 <RammsteinFan>	that too
Dec 27 19:02:14 <LoverGuy>	he's broken two relationships
Dec 27 19:02:24 <LoverGuy>	:( hope she realizes
Dec 27 19:02:25 <RammsteinFan>	frenchie still talks to him though
Dec 27 19:02:30 <LoverGuy>	yes
Dec 27 19:02:38 <RammsteinFan>	i feel bad for frenchie
Dec 27 19:02:43 <LoverGuy>	frenchie had found some solace with dew
Dec 27 19:02:46 <LoverGuy>	yeah
Dec 27 19:02:54 <LoverGuy>	this guy snatched it awaay
Dec 27 19:02:55 <RammsteinFan>	i saw him a few times in here and he was really frustrated 
Dec 27 19:02:58 <RammsteinFan>	yeah
Dec 27 19:03:14 <RammsteinFan>	fucking moron
Dec 27 19:03:19 <LoverGuy>	yes.. hence he took up that university course
Dec 27 19:03:21 <LoverGuy>	sure
Dec 27 19:03:29 <RammsteinFan>	ah he got into it? good :)
Dec 27 19:03:38 <LoverGuy>	yes
Dec 27 19:03:43 <LoverGuy>	literature
Dec 27 19:03:48 <RammsteinFan>	yeah i remember
Dec 27 19:03:53 <RammsteinFan>	he was talking about it
Dec 27 19:04:24 <RammsteinFan>	poor guy
Dec 27 19:04:25 <LoverGuy>	this guy doesn't have the basic sense of decency
Dec 27 19:04:28 <LoverGuy>	yes
Dec 27 19:04:28 <RammsteinFan>	yes!
Dec 27 19:04:30 <RammsteinFan>	exactly
Dec 27 19:05:00 <LoverGuy>	it's a wonder he's survived till now in life
Dec 27 19:05:03 <RammsteinFan>	lol
Dec 27 19:05:16 <RammsteinFan>	dont worry he will get what is coming to him soon
Dec 27 19:05:20 <RammsteinFan>	karma
Dec 27 19:05:27 <RammsteinFan>	dont spare noone
Dec 27 19:05:34 <LoverGuy>	sure
Dec 27 19:05:43 <LoverGuy>	i'll no more speak to hom
Dec 27 19:05:46 <LoverGuy>	him
Dec 27 19:05:57 <RammsteinFan>	upto you buddy
Dec 27 19:05:57 <LoverGuy>	my worry is sapp might not realize
Dec 27 19:06:01 <RammsteinFan>	yeah
Dec 27 19:06:14 <RammsteinFan>	ah btw she was in trivia before ytd too?
Dec 27 19:06:39 <LoverGuy>	no
Dec 27 19:06:48 <LoverGuy>	she was away for looooooong
Dec 27 19:06:55 <LoverGuy>	we just chatted for hours
Dec 27 19:06:56 <RammsteinFan>	i see
Dec 27 19:07:14 <RammsteinFan>	but she logged on before ytd right?
Dec 27 19:07:19 <LoverGuy>	yes
Dec 27 19:07:25 <RammsteinFan>	ni what is going on in her mind
Dec 27 19:07:37 <RammsteinFan>	cant you show her logs?
Dec 27 19:07:38 <LoverGuy>	she vacilliates a lot
Dec 27 19:08:04 <RammsteinFan>	hmm
Dec 27 19:08:06 <LoverGuy>	mine and az's talks?
Dec 27 19:08:13 <RammsteinFan>	no i mean when you both are playing
Dec 27 19:08:21 <RammsteinFan>	especailly kaos
Dec 27 19:08:22 <LoverGuy>	i did!
Dec 27 19:08:33 <LoverGuy>	she said i'm using two devices
Dec 27 19:08:39 <RammsteinFan>	hmm ok
Dec 27 19:08:40 <LoverGuy>	and playing fassssssssst
Dec 27 19:08:44 <RammsteinFan>	then noting can be done
Dec 27 19:08:50 <LoverGuy>	yeah
Dec 27 19:08:53 <RammsteinFan>	she will have to convince herself
Dec 27 19:09:04 <LoverGuy>	hope it comes about
Dec 27 19:09:34 <LoverGuy>	even day before ystd we spoke for nearly 8 hours
Dec 27 19:09:42 <RammsteinFan>	ah good
Dec 27 19:09:51 <LoverGuy>	but in the end fought, just for this guy's reason
Dec 27 19:10:05 <RammsteinFan>	:(
Dec 27 19:11:27 <RammsteinFan>	hes active now
Dec 27 19:11:46 <LoverGuy>	alone?
Dec 27 19:11:48 <RammsteinFan>	ocheeky doesnt like him too
Dec 27 19:11:49 <RammsteinFan>	yeah
Dec 27 19:11:54 <LoverGuy>	yes
Dec 27 19:12:00 <LoverGuy>	she complained to me
Dec 27 19:12:05 <RammsteinFan>	ah did she
Dec 27 19:12:09 <LoverGuy>	even dingbat doesn't like him
Dec 27 19:12:11 <LoverGuy>	yes
Dec 27 19:12:13 <RammsteinFan>	ah ok
Dec 27 19:12:24 <RammsteinFan>	why is this guy still here? lol
Dec 27 19:12:30 <RammsteinFan>	doesnt he have any shame
Dec 27 19:12:55 <LoverGuy>	as though he's some sweet hero and we all ought to be pleased by his personality and charm
Dec 27 19:13:00 <RammsteinFan>	lol
Dec 27 19:13:01 <RammsteinFan>	yeah
Dec 27 19:13:11 <LoverGuy>	dew.. that's the reason he's here
Dec 27 19:13:19 <RammsteinFan>	yeah
Dec 27 19:13:30 <RammsteinFan>	i hope she comes to her senses and gets back with frenchie
Dec 27 19:13:38 <LoverGuy>	i hope so too!
Dec 27 19:13:50 <LoverGuy>	anyway she'll get married soon
Dec 27 19:14:04 <RammsteinFan>	yeah she told me they are searching
Dec 27 19:14:07 <LoverGuy>	next year by now
Dec 27 19:14:18 <RammsteinFan>	hmm does frenchie know?
Dec 27 19:14:26 <LoverGuy>	ye
Dec 27 19:14:28 <LoverGuy>	yes
Dec 27 19:14:30 <RammsteinFan>	i see
Dec 27 19:14:41 <RammsteinFan>	poor guy
Dec 27 19:14:59 <LoverGuy>	he's a bit pragmatic
Dec 27 19:15:09 <RammsteinFan>	should be
Dec 27 19:15:49 <RammsteinFan>	but still
Dec 27 19:15:59 <RammsteinFan>	damn lag
Dec 27 19:15:59 <LoverGuy>	i know... he's hurt
Dec 27 19:16:03 <RammsteinFan>	ofccourse
Dec 27 19:16:25 <LoverGuy>	esp on her birthday.... kat was still talking to az then
Dec 27 19:16:47 <LoverGuy>	and she created a room for those two to be together
Dec 27 19:16:56 <RammsteinFan>	ah i see
Dec 27 19:16:59 <RammsteinFan>	and ?
Dec 27 19:17:24 <RammsteinFan>	i saw az talking about it
Dec 27 19:17:37 <LoverGuy>	and it was all gala... and frenchie just watched this new couple being pampered by everyone... no one even spoke to frenchie.. nor did dew
Dec 27 19:17:44 <RammsteinFan>	awww
Dec 27 19:17:46 <RammsteinFan>	poor guy
Dec 27 19:17:50 <LoverGuy>	he felt very sad and just logged out
Dec 27 19:18:11 <RammsteinFan>	yeah i was wondering why he didnt come in for a long time
Dec 27 19:18:18 <RammsteinFan>	hes such a nice guy
Dec 27 19:18:34 <LoverGuy>	and dew told me az was arguing with frenchie as to why he isn't fit for dew
Dec 27 19:18:59 <RammsteinFan>	omg
Dec 27 19:19:15 <RammsteinFan>	he said all this to frechie? i thought he said it to dew
Dec 27 19:19:29 <LoverGuy>	frenchie too... dew herself told me
Dec 27 19:19:47 <RammsteinFan>	thats bad
Dec 27 19:19:49 <LoverGuy>	who the heck does he think he is?
Dec 27 19:19:56 <RammsteinFan>	yeah
Dec 27 19:20:46 <RammsteinFan>	why doesnt dew say anything?
Dec 27 19:21:13 <LoverGuy>	i am amazed at that.. he's somehow brain washed her
Dec 27 19:21:22 <RammsteinFan>	yeah
Dec 27 19:21:47 <RammsteinFan>	i dont know
Dec 27 19:22:03 <RammsteinFan>	she should tell him not to talk to frenchie like that atleast
Dec 27 19:22:18 <LoverGuy>	it was all some 3 months back
Dec 27 19:22:23 <RammsteinFan>	ah i see
Dec 27 19:22:58 <LoverGuy>	and meanwhile he's spoken to sapp too
Dec 27 19:23:10 <RammsteinFan>	yes
Dec 27 19:23:27 <RammsteinFan>	where is he from?
Dec 27 19:23:34 <RammsteinFan>	mumbai right?
Dec 27 19:23:37 <LoverGuy>	mubai
Dec 27 19:23:38 <LoverGuy>	yes
Dec 27 19:23:43 <RammsteinFan>	originally?
Dec 27 19:23:49 <LoverGuy>	chem engg
Dec 27 19:23:49 <LoverGuy>	northie
Dec 27 19:23:53 <LoverGuy>	not maratha
Dec 27 19:23:55 <RammsteinFan>	ah i see
Dec 27 19:24:23 <RammsteinFan>	shall we find out who he really is?
Dec 27 19:24:36 <LoverGuy>	i got to know his name...
Dec 27 19:24:46 <RammsteinFan>	ah what is it?
Dec 27 19:25:04 <LoverGuy>	abhijeet.. dew told me... confidential
Dec 27 19:25:07 <RammsteinFan>	full name?
Dec 27 19:25:10 <RammsteinFan>	ok
Dec 27 19:25:20 <LoverGuy>	ni abt surname
Dec 27 19:25:49 <RammsteinFan>	we can just scare him by finding out his actual name
Dec 27 19:26:00 <RammsteinFan>	he told me he lives in powai
Dec 27 19:26:09 <LoverGuy>	lol
Dec 27 19:26:19 <RammsteinFan>	i know some ways to do so :P
Dec 27 19:26:25 <LoverGuy>	someone ought to chastise him properly
Dec 27 19:26:26 <LoverGuy>	lol
Dec 27 19:26:31 <RammsteinFan>	make sure he never comes back
Dec 27 19:26:46 <LoverGuy>	he won't leave until dew is here
Dec 27 19:26:50 <RammsteinFan>	yeah
Dec 27 19:27:00 <LoverGuy>	or she gets engaged
Dec 27 19:27:04 <RammsteinFan>	yes
Dec 27 19:27:23 <RammsteinFan>	dew should just tell him that she is engaged :P...
Dec 27 19:27:26 <RammsteinFan>	problem solved
Dec 27 19:27:44 <LoverGuy>	lol
Dec 27 19:27:58 <LoverGuy>	dew should have had more sense...
Dec 27 19:28:08 <RammsteinFan>	yes
Dec 27 19:28:14 <RammsteinFan>	she has sense 
Dec 27 19:28:25 <RammsteinFan>	i think she just enjoys all the attetion from him
Dec 27 19:28:30 <LoverGuy>	innocence...
Dec 27 19:28:31 <LoverGuy>	yes
Dec 27 19:28:37 <RammsteinFan>	no not innocence
Dec 27 19:28:45 <RammsteinFan>	she is smart
Dec 27 19:29:09 <LoverGuy>	she has some innocence... she adores gandhi and theresa just going by popular opinion
Dec 27 19:29:13 <RammsteinFan>	lol
Dec 27 19:29:17 <RammsteinFan>	thats diff man
Dec 27 19:29:24 <RammsteinFan>	shes not well read thats all
Dec 27 19:29:34 <LoverGuy>	she doesn't analyze people from all aspects
Dec 27 19:29:41 <RammsteinFan>	yeah
Dec 27 19:29:43 <LoverGuy>	she sees only good
Dec 27 19:30:02 <RammsteinFan>	atleast she should have understand what kindof person this guy is after he talked this way to frenchie
Dec 27 19:30:41 <LoverGuy>	yes.. unfortunately cupid dulled her intellect
Dec 27 19:30:46 <RammsteinFan>	lol
Dec 27 19:30:50 <RammsteinFan>	hmm
Dec 27 19:30:52 <RammsteinFan>	could be
Dec 27 19:31:22 <LoverGuy>	and he wants to go to california
Dec 27 19:31:39 <LoverGuy>	because his first love has settled there
Dec 27 19:31:45 <RammsteinFan>	lol
Dec 27 19:31:48 <RammsteinFan>	good
Dec 27 19:31:59 <RammsteinFan>	let him go there and we can ask him not to come bacl
Dec 27 19:32:01 <RammsteinFan>	back*
Dec 27 19:32:08 <LoverGuy>	lol
Dec 27 19:32:23 <LoverGuy>	dew should leave, only then he'll go
Dec 27 19:32:32 <RammsteinFan>	ah well lets see
Dec 27 19:32:40 <RammsteinFan>	time will tell
Dec 27 19:32:47 <LoverGuy>	he's gotta get a loan and all that
Dec 27 19:32:49 <LoverGuy>	yes
Dec 27 19:33:06 <LoverGuy>	costs a lot
Dec 27 19:33:14 <RammsteinFan>	sure
Dec 27 19:33:15 <RammsteinFan>	so?
Dec 27 19:33:35 <LoverGuy>	they aren't that rich
Dec 27 19:33:45 <RammsteinFan>	az?
Dec 27 19:33:46 <LoverGuy>	he must avail a loan
Dec 27 19:33:48 <LoverGuy>	yes
Dec 27 19:33:53 <RammsteinFan>	ok
Dec 27 19:34:20 <LoverGuy>	and he must find a job to repay the loan amount
Dec 27 19:34:28 <RammsteinFan>	ofcourse
Dec 27 19:34:36 <RammsteinFan>	my friend did his ms in usa
Dec 27 19:34:40 <LoverGuy>	and his dad has to pay collateral to the bank
Dec 27 19:34:42 <LoverGuy>	oh ok
Dec 27 19:34:46 <RammsteinFan>	took a loan of 30 lakhs
Dec 27 19:34:50 <RammsteinFan>	must be more in california
Dec 27 19:34:57 <RammsteinFan>	california is expensive
Dec 27 19:34:59 <LoverGuy>	ohh
Dec 27 19:35:02 <LoverGuy>	very
Dec 27 19:35:07 <RammsteinFan>	yeah
Dec 27 19:35:12 <LoverGuy>	california is more of fun
Dec 27 19:35:24 <LoverGuy>	hollywod etc
Dec 27 19:35:26 <RammsteinFan>	all of usa is fun buddy compared to india :)
Dec 27 19:35:31 <LoverGuy>	so it costs a lot
Dec 27 19:35:33 <LoverGuy>	sure sure
Dec 27 19:35:34 <LoverGuy>	:D
Dec 27 19:35:50 <RammsteinFan>	:)
Dec 27 19:35:59 <RammsteinFan>	hetold you all this?
Dec 27 19:36:09 <LoverGuy>	dew and him
Dec 27 19:36:14 <RammsteinFan>	ok
Dec 27 19:36:31 <LoverGuy>	one whole day i gave him advice on immigratoin
Dec 27 19:36:33 <LoverGuy>	tion
Dec 27 19:36:52 <RammsteinFan>	to keep his mouth shut at least there? :)
Dec 27 19:36:57 <LoverGuy>	he went to a counselling last week
Dec 27 19:36:58 <LoverGuy>	lol
Dec 27 19:37:00 <LoverGuy>	yeah
Dec 27 19:37:05 <RammsteinFan>	ah ok
Dec 27 19:37:16 <LoverGuy>	maybe he'll get a loan
Dec 27 19:37:25 <RammsteinFan>	he has to!
Dec 27 19:37:28 <RammsteinFan>	no other way
Dec 27 19:37:34 <LoverGuy>	though i think it's too late for january admissions
Dec 27 19:37:37 <RammsteinFan>	and also has to get a job when he is studying
Dec 27 19:37:38 <LoverGuy>	yes
Dec 27 19:37:43 <LoverGuy>	yes
Dec 27 19:37:54 <RammsteinFan>	my roomies bro aslo did his ms 
Dec 27 19:37:56 <LoverGuy>	this guy won't fit-in anywhere
Dec 27 19:38:00 <LoverGuy>	ah ok
Dec 27 19:38:09 <RammsteinFan>	and they are wealthy but he still had to get a loan and a job
Dec 27 19:38:17 <RammsteinFan>	i mean prett ywell off
Dec 27 19:38:27 <RammsteinFan>	but stil had to get a loan
Dec 27 19:38:43 <LoverGuy>	hmmm... costs around 80 lakhs overall, i guess
Dec 27 19:40:54 <LoverGuy>	ok... i'll return later
Dec 27 19:41:00 <LoverGuy>	going out
Dec 27 19:41:04 <LoverGuy>	tc
Dec 27 19:41:12 <RammsteinFan>	wow
Dec 27 19:41:24 <RammsteinFan>	80 is a very high amount
Dec 27 19:41:26 <RammsteinFan>	ok buddy
Dec 27 19:41:29 <RammsteinFan>	see ya laters
Dec 27 19:41:31 <RammsteinFan>	tc
**** ENDING LOGGING AT Tue Dec 27 19:49:30 2016

**** BEGIN LOGGING AT Mon Jan  2 18:52:16 2017

[LoverGuy has address eternally@love.friendship.faith.trust.peace.bliss]
Jan 02 18:52:16 <LoverGuy>	big fight with az two days back
Jan 02 18:52:28 <RammsteinFan>	ah i see
Jan 02 18:52:31 <RammsteinFan>	about what?
Jan 02 18:52:45 <LoverGuy>	that i speak too much to dew in pvt
Jan 02 18:52:54 <LoverGuy>	and he forbid me from that
Jan 02 18:53:22 <RammsteinFan>	fucktard
Jan 02 18:53:29 <RammsteinFan>	what did ou tell him?
Jan 02 18:54:07 <LoverGuy>	it went to lengths
Jan 02 18:54:25 <LoverGuy>	and we made a 'deal' 
Jan 02 18:54:28 <LoverGuy>	loool
Jan 02 18:54:29 <RammsteinFan>	on main or pvt?
Jan 02 18:54:32 <RammsteinFan>	deal? lol
Jan 02 18:54:34 <LoverGuy>	pvt
Jan 02 18:54:52 <LoverGuy>	that he won't speak to sap and i won't speak to dee
Jan 02 18:54:54 <LoverGuy>	dew
Jan 02 18:55:18 <RammsteinFan>	hmm ok
Jan 02 18:55:27 <LoverGuy>	and i told him he snatched dew from frenchie
Jan 02 18:55:31 <LoverGuy>	it's a stupid deal
Jan 02 18:55:35 <RammsteinFan>	yes
Jan 02 18:55:37 <RammsteinFan>	weird deal
Jan 02 18:55:52 <RammsteinFan>	ah and what did he say to that?
Jan 02 18:56:00 <LoverGuy>	he said no
Jan 02 18:56:18 <LoverGuy>	fight for an hour
Jan 02 18:56:41 <RammsteinFan>	i see
Jan 02 18:56:42 <LoverGuy>	dew just silently went away
Jan 02 18:56:53 <RammsteinFan>	dew was watching it too?
Jan 02 18:57:12 <LoverGuy>	we were talking when he came in
Jan 02 18:57:22 <LoverGuy>	we weren't playing
Jan 02 18:57:28 <LoverGuy>	and he started
Jan 02 18:57:35 <RammsteinFan>	i see
Jan 02 18:57:42 <RammsteinFan>	in main?
Jan 02 18:57:47 <LoverGuy>	"you ping her at every opportunity you get"
Jan 02 18:57:48 <LoverGuy>	no
Jan 02 18:57:50 <LoverGuy>	pvt
Jan 02 18:57:53 <RammsteinFan>	ok
Jan 02 18:58:01 <RammsteinFan>	lol hes a moron
Jan 02 18:58:07 <LoverGuy>	total moron
Jan 02 18:58:29 <RammsteinFan>	yes
Jan 02 18:58:41 <RammsteinFan>	frenchie has been around?
Jan 02 18:58:47 <LoverGuy>	yes
Jan 02 18:58:50 <LoverGuy>	yesterday
Jan 02 18:59:05 <RammsteinFan>	ah ok
Jan 02 18:59:06 <RammsteinFan>	good
Jan 02 18:59:34 <RammsteinFan>	so waht did you tell az?
Jan 02 19:00:01 <LoverGuy>	i didn't just want to stop speaking to dew.. so i made that crazy 'deal'
Jan 02 19:00:15 <LoverGuy>	i told him, no more talking, wd or ty or hi
Jan 02 19:00:26 <LoverGuy>	that he just doesn't have any culture in him
Jan 02 19:00:47 <LoverGuy>	and tht he doesn't know how to behave with women
Jan 02 19:00:58 <RammsteinFan>	yes very true and all very good points
Jan 02 19:01:26 <RammsteinFan>	what did he say?
Jan 02 19:01:41 <LoverGuy>	he denies.. he said i need not teach him
Jan 02 19:01:48 <LoverGuy>	blah blah blah
Jan 02 19:01:49 <RammsteinFan>	ofcourse he will
Jan 02 19:02:05 <RammsteinFan>	fucking moron
Jan 02 19:02:22 <RammsteinFan>	atleast when poeple tell you some people might chage
Jan 02 19:02:23 <LoverGuy>	lol.. he's the joker of trivia
Jan 02 19:02:26 <RammsteinFan>	change*
Jan 02 19:02:29 <LoverGuy>	yes
Jan 02 19:02:33 <LoverGuy>	he just won't
Jan 02 19:02:35 <RammsteinFan>	lol he is
Jan 02 19:02:44 <RammsteinFan>	joker is too kind a word for him
Jan 02 19:02:49 <RammsteinFan>	hes the ashole of trivia
Jan 02 19:02:51 <LoverGuy>	lool
Jan 02 19:03:02 <RammsteinFan>	true isnt it?
Jan 02 19:03:06 <RammsteinFan>	i just hope frenchie is ok
Jan 02 19:03:08 <RammsteinFan>	dew too
Jan 02 19:03:09 <LoverGuy>	definitely..
Jan 02 19:03:15 <LoverGuy>	dew is very hurt
Jan 02 19:03:26 <LoverGuy>	i just pasted whatever he told me to her
Jan 02 19:03:30 <RammsteinFan>	ah i see
Jan 02 19:03:42 <LoverGuy>	frenchie doesn't know about this fight
Jan 02 19:03:51 <RammsteinFan>	what did dew say?
Jan 02 19:04:17 <RammsteinFan>	what can frenchie do?
Jan 02 19:04:25 <LoverGuy>	but two days back, before the fight, frenchie said he's not cultured, but just a bit of fun to be around with.. right on the mains
Jan 02 19:04:25 <RammsteinFan>	poor guy he has enough problems as it is
Jan 02 19:04:30 <LoverGuy>	yeah
Jan 02 19:04:48 <LoverGuy>	dew said sorry
Jan 02 19:04:57 <LoverGuy>	that he talks without any sense
Jan 02 19:05:07 <RammsteinFan>	he said that? but still thinks hes fun to be around? phoey
Jan 02 19:05:35 <LoverGuy>	he had to add something good in the end... or it would be an accusation
Jan 02 19:05:45 <LoverGuy>	so i think he said he's fun
Jan 02 19:05:46 <RammsteinFan>	yes 
Jan 02 19:08:18 <RammsteinFan>	az hasnt been around recently
Jan 02 19:08:32 <LoverGuy>	not since two days
Jan 02 19:08:44 <LoverGuy>	he came yesterday morning
Jan 02 19:09:02 <RammsteinFan>	i see
Jan 02 19:09:07 <LoverGuy>	i think dew didn't speak to him properly after tht fight
Jan 02 19:09:07 <RammsteinFan>	dew hasnt been around too
Jan 02 19:09:21 <LoverGuy>	dew was here this morn.. but i wasn't around
Jan 02 19:09:29 <RammsteinFan>	i dont know how people tolerate this asshole
Jan 02 19:09:32 <RammsteinFan>	ah ok
Jan 02 19:09:47 <LoverGuy>	i just wish he goes away
Jan 02 19:09:54 <RammsteinFan>	yeah
Jan 02 19:10:00 <RammsteinFan>	he has caused enough harm as it is
Jan 02 19:10:03 <LoverGuy>	the very spirit of the game goes down
Jan 02 19:10:17 <LoverGuy>	yes, i told him he's broken two relationships already
Jan 02 19:10:21 <LoverGuy>	me and sap
Jan 02 19:10:23 <RammsteinFan>	game? dont think the game matters..people do
Jan 02 19:10:24 <RammsteinFan>	yeah
Jan 02 19:10:35 <LoverGuy>	and frenchie and dew
Jan 02 19:10:44 <RammsteinFan>	true
Jan 02 19:10:50 <LoverGuy>	and now me and dew
Jan 02 19:11:05 <RammsteinFan>	yes
Jan 02 19:11:19 <LoverGuy>	god knows what else he'll do
Jan 02 19:11:27 <RammsteinFan>	hmm yeah
Jan 02 19:11:43 <RammsteinFan>	he once pinged me too
Jan 02 19:11:47 <LoverGuy>	wow
Jan 02 19:11:49 <LoverGuy>	when?
Jan 02 19:11:57 <RammsteinFan>	erm some time ago
Jan 02 19:12:02 <LoverGuy>	ok..
Jan 02 19:12:03 <LoverGuy>	and?
Jan 02 19:12:07 <RammsteinFan>	telling me dew is his gf and i should not talk to her loool
Jan 02 19:12:11 <RammsteinFan>	i told him to piss off
Jan 02 19:12:15 <RammsteinFan>	lol
Jan 02 19:12:15 <LoverGuy>	looool
Jan 02 19:12:30 <LoverGuy>	and he forbid dragon from hugging her 
Jan 02 19:12:48 <RammsteinFan>	then he said some nonsense in radio room and i stopped talking to him from that day
Jan 02 19:13:32 <LoverGuy>	idk if he'll ever learn
Jan 02 19:13:47 <RammsteinFan>	he thinks he is being funny
Jan 02 19:13:55 <RammsteinFan>	but acts like an asshole
Jan 02 19:14:23 <LoverGuy>	and i also told him that he was in sooo much love with another girl, and suddenly shifting to dew wasn't healthy sign
Jan 02 19:14:35 <LoverGuy>	he denied there was any other girl!
Jan 02 19:14:37 <RammsteinFan>	hmm
Jan 02 19:14:43 <RammsteinFan>	did he? wow
Jan 02 19:14:55 <RammsteinFan>	this guy is trouble
Jan 02 19:15:08 <LoverGuy>	and i pasted his old conversations, and he changed the tack
Jan 02 19:15:20 <LoverGuy>	he said it's not my business
Jan 02 19:15:30 <RammsteinFan>	sure
Jan 02 19:15:35 <RammsteinFan>	what excuse he will have
Jan 02 19:15:47 <LoverGuy>	and that he loves that girl along with dew now!!
Jan 02 19:15:51 <RammsteinFan>	once he pinged crimson too and she pasted the entire conversation in main
Jan 02 19:15:56 <LoverGuy>	yess
Jan 02 19:16:04 <RammsteinFan>	does he even know what love is
Jan 02 19:16:10 <LoverGuy>	she had saved the conversatin
Jan 02 19:16:13 <LoverGuy>	she showed it to me
Jan 02 19:16:30 <RammsteinFan>	he accused her of taking away his love from him
Jan 02 19:16:34 <RammsteinFan>	ah ok
Jan 02 19:16:48 <LoverGuy>	yes, he told me that too
Jan 02 19:17:02 <LoverGuy>	and i think this guy was the one who abused sap
Jan 02 19:17:06 <RammsteinFan>	its true?
Jan 02 19:17:10 <LoverGuy>	as a revenge
Jan 02 19:17:13 <RammsteinFan>	ah ok
Jan 02 19:17:40 <LoverGuy>	sap told dew and warned her not to trust him
Jan 02 19:17:46 <LoverGuy>	but dew just dismissed it
Jan 02 19:17:52 <RammsteinFan>	why cant he mind his own business
Jan 02 19:18:17 <LoverGuy>	he just cannot... he's the lord of everyone's online life
Jan 02 19:18:25 <LoverGuy>	and offline too
Jan 02 19:18:26 <RammsteinFan>	talk of the devil 
Jan 02 19:18:29 <RammsteinFan>	hes here
Jan 02 19:18:35 <LoverGuy>	ugh
Jan 02 19:18:38 <RammsteinFan>	lol @ lord 
Jan 02 19:18:52 <LoverGuy>	lo
Jan 02 19:18:53 <LoverGuy>	l
Jan 02 19:19:31 <LoverGuy>	no one said hi to him
Jan 02 19:19:45 <LoverGuy>	cheeky hates him
Jan 02 19:19:49 <RammsteinFan>	yes
Jan 02 19:19:53 <RammsteinFan>	who wouldnt?
Jan 02 19:20:14 <LoverGuy>	kat was good to him for a while, but was fed up
Jan 02 19:20:23 <RammsteinFan>	yeah
Jan 02 19:20:27 <RammsteinFan>	teena too
Jan 02 19:20:44 <LoverGuy>	oh is it?
Jan 02 19:20:50 <LoverGuy>	i didn't know that
Jan 02 19:21:21 <RammsteinFan>	yeah he told her all about his love story
Jan 02 19:21:27 <LoverGuy>	oohhh ok
Jan 02 19:21:34 <RammsteinFan>	she isnt here much anymore
Jan 02 19:21:41 <LoverGuy>	yeah
Jan 02 19:21:47 <LoverGuy>	she wasn't well
Jan 02 19:21:51 <RammsteinFan>	yeah surgery
Jan 02 19:22:03 <LoverGuy>	hmm she told me
Jan 02 19:22:15 <RammsteinFan>	kat told you she wa fed up with im?
Jan 02 19:22:33 <LoverGuy>	she didn't greet him now
Jan 02 19:22:49 <RammsteinFan>	yes
Jan 02 19:22:51 <LoverGuy>	deb told me that she was fed up of him
Jan 02 19:22:59 <RammsteinFan>	ok
Jan 02 19:23:05 <LoverGuy>	deb and hoppy humour him a bit
Jan 02 19:23:08 <RammsteinFan>	yes
Jan 02 19:23:13 <LoverGuy>	and dew 
Jan 02 19:23:19 <RammsteinFan>	well hes not been bad to them
Jan 02 19:23:27 <LoverGuy>	yeah
Jan 02 19:23:28 <RammsteinFan>	or irritated tem
Jan 02 19:23:30 <RammsteinFan>	them*
Jan 02 19:23:52 <LoverGuy>	hmm.. but his general behaviour itself is irritating
Jan 02 19:23:59 <RammsteinFan>	yes
Jan 02 19:24:12 <RammsteinFan>	when is he goin to fucking learn
Jan 02 19:24:27 <LoverGuy>	lool.. life should teach him hard lessons
Jan 02 19:24:33 <RammsteinFan>	yeah
Jan 02 19:24:35 <RammsteinFan>	it will
Jan 02 19:24:43 <RammsteinFan>	btw i gotta ask something
Jan 02 19:24:51 <RammsteinFan>	did you get any complaints about me?
Jan 02 19:24:52 <LoverGuy>	yeah..
Jan 02 19:24:57 <LoverGuy>	from him?
Jan 02 19:25:01 <RammsteinFan>	no from anyone
Jan 02 19:25:09 <LoverGuy>	no lol
Jan 02 19:25:14 <LoverGuy>	none
Jan 02 19:25:18 <RammsteinFan>	i can be a bit over the top sometimes
Jan 02 19:25:20 <RammsteinFan>	ah ok
Jan 02 19:25:24 <LoverGuy>	nah
Jan 02 19:25:34 <LoverGuy>	you are fun to be with
Jan 02 19:25:43 <RammsteinFan>	you know you said dingbat complained about him and some other people too
Jan 02 19:25:46 <RammsteinFan>	thanks buddy :)
Jan 02 19:26:16 <LoverGuy>	yes, dingbat and cheeky were happy when he got disconnected :D
Jan 02 19:26:18 <LoverGuy>	yw :)
Jan 02 19:26:20 <RammsteinFan>	lol
Jan 02 19:26:45 <LoverGuy>	am sure this is the case in his real life too
Jan 02 19:26:45 <RammsteinFan>	i hope he stays d/c lol
Jan 02 19:26:50 <RammsteinFan>	ofcourse
Jan 02 19:27:00 <LoverGuy>	he doesn't have many friends.. i'll bet
