**** BEGIN LOGGING AT Thu Oct 20 01:47:39 2016

[DeWdRoPs has address Chat@0985EB.170366.909CF5.B50CCC]
Oct 20 01:47:39 <DeWdRoPs>	Veeeeeeeer.
Feb 21 23:59:24 <DeWdRoPs>	I can have it everyday :)
Feb 21 23:59:37 <RammsteinFan>	i know :)
Feb 21 23:59:40 <DeWdRoPs>	:)
Feb 21 23:59:56 <DeWdRoPs>	Okie Veeeeer. Mom is back and I will leave nowwwwwwwwwwwwww.. Runnn Nazu Runnnn :P
Feb 22 00:00:11 <DeWdRoPs>	Hugssssssssssssssssssssssssssss :)
Feb 22 00:00:17 <RammsteinFan>	:)
Feb 22 00:00:20 <DeWdRoPs>	Good Night. Take care :)
Feb 22 00:00:20 <RammsteinFan>	huggsss :)
Feb 22 00:00:24 <RammsteinFan>	bon apetit
Feb 22 00:00:28 <DeWdRoPs>	Na na na na re na re na re :P
Feb 22 00:00:31 <DeWdRoPs>	Apunka :P
Feb 22 00:00:32 <RammsteinFan>	lol
Feb 22 00:00:35 <DeWdRoPs>	Lol :)
Feb 22 00:00:37 <DeWdRoPs>	Goneeeeeeeeeeee
Feb 22 00:01:07 <RammsteinFan>	bye bye
Feb 22 00:01:09 *	RammsteinFan waves
Feb 22 00:02:12 *	DeWdRoPs has quit (Quit: Reason filtered)
**** ENDING LOGGING AT Wed Feb 22 00:02:32 2017

**** BEGIN LOGGING AT Wed Feb 22 22:30:50 2017

[DeWdRoPs has address LibraIRC@A52C34.6AE625.77F6FC.1B4E72]
Feb 22 22:30:50 <DeWdRoPs>	Veeeeeeeeeeeeer :)
Feb 22 22:30:59 <RammsteinFan>	nazu :)
Feb 22 22:31:00 <DeWdRoPs>	I will study now. I am back at the University from today :)
Feb 22 22:31:09 <RammsteinFan>	yeah  im going to watch movie too
Feb 22 22:31:12 <DeWdRoPs>	Take care. Good Night. Hugsssssssssssss :)
Feb 22 22:31:14 <DeWdRoPs>	Ahaan
Feb 22 22:31:15 <RammsteinFan>	also dinner :)
Feb 22 22:31:16 <DeWdRoPs>	Which one ?
Feb 22 22:31:19 <RammsteinFan>	bluffmaster
Feb 22 22:31:22 <RammsteinFan>	hindi movie
Feb 22 22:31:29 <DeWdRoPs>	AB
Feb 22 22:31:30 <DeWdRoPs>	PC
Feb 22 22:31:36 <DeWdRoPs>	I know a song.
Feb 22 22:31:40 <RammsteinFan>	yep that one :)
Feb 22 22:31:43 <RammsteinFan>	which one?
Feb 22 22:31:57 <DeWdRoPs>	There is a song by Arash.
Feb 22 22:32:01 <DeWdRoPs>	I love his songs.
Feb 22 22:32:08 <DeWdRoPs>	Bora Bora.. something like that
Feb 22 22:32:13 <DeWdRoPs>	Boro Boro
Feb 22 22:32:16 <RammsteinFan>	yeah :)
Feb 22 22:32:18 <DeWdRoPs>	:)
Feb 22 22:32:20 <RammsteinFan>	its not hindi though
Feb 22 22:32:24 <RammsteinFan>	most of it is farsi
Feb 22 22:32:24 <DeWdRoPs>	I know.
Feb 22 22:32:31 <DeWdRoPs>	Arash isn't a hindi singer
Feb 22 22:32:40 <RammsteinFan>	one of my fav songs from that time lo
Feb 22 22:32:41 <DeWdRoPs>	He is Iranian.
Feb 22 22:32:45 <DeWdRoPs>	Part of him.
Feb 22 22:32:48 <RammsteinFan>	i drove my sister crazy listeining to that song
Feb 22 22:32:52 <DeWdRoPs>	Ha ha :)
Feb 22 22:32:55 <RammsteinFan>	cousin sister that is
Feb 22 22:32:59 <RammsteinFan>	:P
Feb 22 22:33:00 <DeWdRoPs>	Ah, I see :)
Feb 22 22:33:10 <DeWdRoPs>	Okie. So carry on with Bluffmaster :)
Feb 22 22:33:13 <RammsteinFan>	:)
Feb 22 22:33:14 <RammsteinFan>	sure 
Feb 22 22:33:17 <RammsteinFan>	see you later
Feb 22 22:33:18 <DeWdRoPs>	I will see you sooooooooooooooooooNNNNnnnnnNNN :P
Feb 22 22:33:25 <RammsteinFan>	btw  i just wanted to tell you one thing
Feb 22 22:33:26 <DeWdRoPs>	Hugsssssssssssssss. Good Night. Bon Appetit :)
Feb 22 22:33:29 <DeWdRoPs>	Yes, Veeeer ?
Feb 22 22:33:33 <RammsteinFan>	nice pic you sent me :)
Feb 22 22:33:41 <DeWdRoPs>	Yes. Ghostly :P
Feb 22 22:33:48 <RammsteinFan>	but do be careful who you send this pics to :)
Feb 22 22:33:51 <RammsteinFan>	lol ghostly
Feb 22 22:33:51 <DeWdRoPs>	Is that why you have difficulty in sleeping :)
Feb 22 22:33:53 <RammsteinFan>	naaah 
Feb 22 22:33:56 <RammsteinFan>	loool
Feb 22 22:34:01 <RammsteinFan>	no not at all
Feb 22 22:34:05 <DeWdRoPs>	:)
Feb 22 22:34:11 <DeWdRoPs>	Yes, Veeeer. I trust you :)
Feb 22 22:34:18 <RammsteinFan>	i have amnesia once every 15-20 days 
Feb 22 22:34:22 <RammsteinFan>	used to it now
Feb 22 22:34:27 <RammsteinFan>	good :)
Feb 22 22:34:39 <DeWdRoPs>	Hmmm. But as long as we have trivia, music and movies, we will live :)
Feb 22 22:34:50 <RammsteinFan>	btw i aint scared of ghosts lol
Feb 22 22:35:01 <DeWdRoPs>	Woah. I am, very much.
Feb 22 22:35:07 <DeWdRoPs>	Specially Fridays at 3:00 am
Feb 22 22:35:10 <RammsteinFan>	ill send you a pic too later
Feb 22 22:35:14 <RammsteinFan>	and a song 
Feb 22 22:35:16 <RammsteinFan>	mayeb lol
Feb 22 22:35:17 <DeWdRoPs>	Sure, Veer and the song.
Feb 22 22:35:22 <DeWdRoPs>	Yesss. Not maybe. :)
Feb 22 22:35:23 <RammsteinFan>	if my voice improves lol
Feb 22 22:35:27 <DeWdRoPs>	I will be waiting :)
Feb 22 22:35:29 <RammsteinFan>	i know
Feb 22 22:35:42 <DeWdRoPs>	I know that you know and I know that you know that I know :P
Feb 22 22:35:43 <RammsteinFan>	i wanted to send it to you but i forgot to record the song today
Feb 22 22:35:48 <RammsteinFan>	wow
Feb 22 22:35:53 <RammsteinFan>	that went ove m head lol
Feb 22 22:36:01 <DeWdRoPs>	It's okie. Just record it when you feel like and do send, okie ? :)
Feb 22 22:36:04 <DeWdRoPs>	Ha ha :P
Feb 22 22:36:09 <RammsteinFan>	sure will do :)
Feb 22 22:36:11 <DeWdRoPs>	Hugsssssssssssssssssss :)
Feb 22 22:36:15 <RammsteinFan>	hugsss :)
Feb 22 22:36:17 <DeWdRoPs>	Take care my dear Veeeer :)
Feb 22 22:36:22 <RammsteinFan>	take care nazu :)
Feb 22 22:36:31 <RammsteinFan>	study hard lol
Feb 22 22:36:31 <DeWdRoPs>	:)
Feb 22 22:36:34 <RammsteinFan>	:)
Feb 22 22:36:36 <DeWdRoPs>	I will. I should :)
Feb 22 22:36:44 <RammsteinFan>	yes i know :)
Feb 22 22:36:51 <RammsteinFan>	ok then take care
Feb 22 22:36:55 <RammsteinFan>	i need to have dinner too
Feb 22 22:36:59 <RammsteinFan>	so long :)
Feb 22 22:37:01 <RammsteinFan>	huggsgs :)
**** ENDING LOGGING AT Wed Feb 22 22:37:22 2017

**** BEGIN LOGGING AT Wed Mar  1 20:43:59 2017

[DeWdRoPs has address LibraIRC@39A9D9.6592FF.D9FF32.A6B4E4]
Mar 01 20:43:59 <DeWdRoPs>	I will get back to studying, Veeeer. Been studying a LOT :)
Mar 01 20:44:10 <DeWdRoPs>	Hope you are fine. Hugssssssssss. Take care. See you soooon :)
Mar 01 20:46:04 *	DeWdRoPs has quit (Quit: Reason filtered)
**** ENDING LOGGING AT Wed Mar  1 20:58:17 2017

**** BEGIN LOGGING AT Thu Mar  2 05:17:28 2017

[DeWdRoPs has address LibraIRC@39A9D9.6592FF.D9FF32.A6B4E4]
Mar 02 05:17:31 <RammsteinFan>	hi :)
Mar 02 05:17:33 <RammsteinFan>	hugssss :)
Mar 02 05:17:40 <DeWdRoPs>	Hugsssssssssssssss Veer :)
Mar 02 05:17:44 <DeWdRoPs>	Good Morning :)
Mar 02 05:17:53 <RammsteinFan>	i went ot get my bike from servicing and when i cam back i saw your message :)
Mar 02 05:17:59 <RammsteinFan>	good morning
Mar 02 05:18:08 <DeWdRoPs>	Ah. All servicing done ?
Mar 02 05:18:14 <RammsteinFan>	yeah
Mar 02 05:18:25 <RammsteinFan>	so you are up early today
Mar 02 05:19:02 <DeWdRoPs>	Yes. I woke up just now. Prayed. Will play for 10 minutes and then get back to studies :)
Mar 02 05:20:59 <RammsteinFan>	ah ok :)
Mar 02 05:21:13 <RammsteinFan>	studies should come first :)
Mar 02 05:21:59 <DeWdRoPs>	Yes, Veeeer. And I am doing good. Mashallah :)
Mar 02 05:22:47 <RammsteinFan>	good to hear :)
Mar 02 05:23:38 <DeWdRoPs>	:) Hugsssssssssss :)
Mar 02 05:23:52 <RammsteinFan>	huggggss :)
Mar 02 05:24:00 <DeWdRoPs>	I was trying to sing and sing with an app called Smule :P
Mar 02 05:24:23 <RammsteinFan>	i see
Mar 02 05:24:28 <RammsteinFan>	what do it do?
Mar 02 05:24:33 <RammsteinFan>	and which song?
Mar 02 05:24:44 <DeWdRoPs>	It's an app in the mobile.
Mar 02 05:24:50 <DeWdRoPs>	We can select any song.
Mar 02 05:25:05 <DeWdRoPs>	And our voice sounds sooooooo GOOD in it. OMG. Mashallah :P
Mar 02 05:25:33 <RammsteinFan>	ah i see
Mar 02 05:25:41 <DeWdRoPs>	Yes. Like Karaoke
Mar 02 05:25:41 <RammsteinFan>	send me the recording if yu have one :)
Mar 02 05:25:45 <RammsteinFan>	sure
Mar 02 05:25:53 <RammsteinFan>	ill check it out later
Mar 02 05:26:05 <DeWdRoPs>	I recorded and deleted. But I will send it once I do :)
Mar 02 05:26:14 <RammsteinFan>	sure :)
Mar 02 05:26:21 <DeWdRoPs>	Do you have the NEED to tell me to send you ?? Do you? Do you ? DO you ? :P
Mar 02 05:26:27 <RammsteinFan>	i promise to cover my ears and hear it looool
Mar 02 05:26:32 <RammsteinFan>	no looool
Mar 02 05:26:34 <RammsteinFan>	i dont 
Mar 02 05:26:35 <DeWdRoPs>	See See. I knew :P
Mar 02 05:26:41 <RammsteinFan>	nooooo
Mar 02 05:26:42 <RammsteinFan>	i wont
Mar 02 05:26:48 <DeWdRoPs>	I know. I am kidding :)
Mar 02 05:26:51 <RammsteinFan>	:)
Mar 02 05:26:53 <RammsteinFan>	i know
Mar 02 05:27:24 <DeWdRoPs>	I was trying to sing Muskuraane Ki Wajah song and also Ed Sheeran's Shape of You.. I love that song.
Mar 02 05:27:37 <RammsteinFan>	ah i see
Mar 02 05:27:45 <RammsteinFan>	havent heard ed sheerans song
Mar 02 05:27:55 <DeWdRoPs>	Yessss.. Music is so beautiful, Veer. Mashallah :)
Mar 02 05:28:00 <RammsteinFan>	hindi song is from dhoni isnt it?
Mar 02 05:28:05 <DeWdRoPs>	Do listen to it.
Mar 02 05:28:12 <RammsteinFan>	sure im on it now
Mar 02 05:28:14 <DeWdRoPs>	Dhoni song is Kaun Tujhe
Mar 02 05:28:26 <DeWdRoPs>	Muskuraane KI Wajah is from the movie City Lights.
Mar 02 05:28:30 <DeWdRoPs>	Arijit Singh.
Mar 02 05:28:33 <RammsteinFan>	ah i see
Mar 02 05:28:33 <RammsteinFan>	ok
Mar 02 05:28:37 <RammsteinFan>	hes good
Mar 02 05:28:37 <DeWdRoPs>	The one and only Arijit :)
Mar 02 05:28:40 <RammsteinFan>	yes :)
Mar 02 05:28:43 <DeWdRoPs>	Yes. He is :)
Mar 02 05:28:49 <DeWdRoPs>	So is Arman Malik.
Mar 02 05:29:02 <RammsteinFan>	umm havent heard about him
Mar 02 05:29:14 <RammsteinFan>	wow lots of new talent in bollywood these days
Mar 02 05:29:25 <DeWdRoPs>	Yes, Veeeeeeeer. Tons !!
Mar 02 05:29:56 <DeWdRoPs>	Arman Malik is the one who sang Jab Tak song from M.S. Dhoni
Mar 02 05:30:05 <RammsteinFan>	i see
Mar 02 05:30:18 <RammsteinFan>	have you hears songs from kabil?
Mar 02 05:30:24 <DeWdRoPs>	Yes. I love them.
Mar 02 05:30:26 <RammsteinFan>	title song is good
Mar 02 05:30:28 <RammsteinFan>	:)
Mar 02 05:30:34 <RammsteinFan>	i knew you must have :)
Mar 02 05:30:51 <DeWdRoPs>	Yes, Veeer. And the videos too. They are so sweet and cute. The chemistry between them.
Mar 02 05:30:52 <DeWdRoPs>	:)
Mar 02 05:30:57 <RammsteinFan>	this ed sheeran song is good
Mar 02 05:31:12 <DeWdRoPs>	I love it. Been listening to it like an 'anthem'. Lol
Mar 02 05:31:13 <RammsteinFan>	yes
Mar 02 05:31:19 <RammsteinFan>	movie is pretty good
Mar 02 05:31:22 <RammsteinFan>	hritish is good 
Mar 02 05:31:25 <RammsteinFan>	lol
Mar 02 05:31:29 <DeWdRoPs>	We love dancing to this Ed Sheeran's song :D
Mar 02 05:31:30 <RammsteinFan>	anthem eh?
Mar 02 05:31:39 <DeWdRoPs>	I didn't watch the movie yet.
Mar 02 05:31:44 <RammsteinFan>	we? you and your cousins? or priya? 
Mar 02 05:31:47 <DeWdRoPs>	She dies, I know.
Mar 02 05:31:54 <DeWdRoPs>	Cousins. With Priya too :D
Mar 02 05:31:59 <RammsteinFan>	lol sure
Mar 02 05:32:14 <RammsteinFan>	if you like dancing to this song you will dance all the time
Mar 02 05:32:21 <RammsteinFan>	doesnt matter the company
Mar 02 05:32:26 <DeWdRoPs>	Yesssssssssssssssssssss. Exactlyyy.
Mar 02 05:32:35 <DeWdRoPs>	I love dancingggg. I love singingggg.
Mar 02 05:32:37 <RammsteinFan>	we used to do that with channel v
Mar 02 05:32:42 <DeWdRoPs>	Ah :)
Mar 02 05:33:04 <RammsteinFan>	yeah put song on tv and dance like the people in the video did lol
Mar 02 05:33:19 <DeWdRoPs>	I hear you, Veeeeer :D
Mar 02 05:33:28 <RammsteinFan>	:D
Mar 02 05:33:33 <DeWdRoPs>	I love dancing to all songs of Sia :)
Mar 02 05:33:38 <RammsteinFan>	aaah sia
Mar 02 05:33:43 <RammsteinFan>	yes
Mar 02 05:33:44 <DeWdRoPs>	Yessss.
Mar 02 05:33:50 <DeWdRoPs>	She always amazes me.
Mar 02 05:33:59 <RammsteinFan>	i guess
Mar 02 05:34:04 <DeWdRoPs>	I am sure :P
Mar 02 05:34:07 <RammsteinFan>	my ex-gf likes her looool
Mar 02 05:34:13 <RammsteinFan>	so i dont listen to it much
Mar 02 05:34:19 <RammsteinFan>	idk
Mar 02 05:34:25 <DeWdRoPs>	Ah.. Hmm. No comments :)
Mar 02 05:34:25 <RammsteinFan>	silly reason
Mar 02 05:34:31 <RammsteinFan>	yeah
Mar 02 05:34:33 <DeWdRoPs>	Hence 'no comments' :D
Mar 02 05:34:37 <RammsteinFan>	i know 
Mar 02 05:34:47 <RammsteinFan>	you can be a politician :)
Mar 02 05:34:51 <DeWdRoPs>	But I love her songs.
Mar 02 05:35:00 <DeWdRoPs>	Ha ha. I can ?
Mar 02 05:35:05 <RammsteinFan>	i just heard one chandlier
Mar 02 05:35:08 <DeWdRoPs>	Because I am diplomatic ? :P
Mar 02 05:35:12 <RammsteinFan>	yes no comments
Mar 02 05:35:14 <RammsteinFan>	:)
Mar 02 05:35:20 <DeWdRoPs>	:D
Mar 02 05:35:24 <RammsteinFan>	no you are not...just for saying that phrase :)
Mar 02 05:35:41 <DeWdRoPs>	Okie. Aye Aye, Cap'n Ramm :P
Mar 02 05:35:44 <RammsteinFan>	diplomats dont drink so many milkshakes hahaha
Mar 02 05:35:54 <RammsteinFan>	they have to work :)
Mar 02 05:35:58 <RammsteinFan>	lol @ capn
Mar 02 05:36:14 <DeWdRoPs>	Ooo. My poor milkshakes always get blamed for no reason :P
Mar 02 05:36:25 <RammsteinFan>	looool
Mar 02 05:36:29 <RammsteinFan>	yeah poor poor milkshakes
Mar 02 05:36:39 <RammsteinFan>	no fault of theirs
Mar 02 05:36:44 <RammsteinFan>	:P
Mar 02 05:36:48 <DeWdRoPs>	Yes O Yes.. Poor and sweet and cute and yummyyy :P
Mar 02 05:36:55 <RammsteinFan>	:)
Mar 02 05:36:57 <DeWdRoPs>	:)
Mar 02 05:37:09 <RammsteinFan>	have you had any so far? :)
Mar 02 05:37:14 <RammsteinFan>	i think you must have :P
Mar 02 05:37:22 <DeWdRoPs>	Yesterday. Yes.
Mar 02 05:37:27 <RammsteinFan>	ah ok
Mar 02 05:37:34 <DeWdRoPs>	And it's weekend here. Yayyyyyy
Mar 02 05:37:34 <RammsteinFan>	i knew it!
Mar 02 05:37:40 <RammsteinFan>	already?
Mar 02 05:37:42 <DeWdRoPs>	One of cousin's birthday today.
Mar 02 05:37:45 <DeWdRoPs>	Thursday.
Mar 02 05:37:47 <RammsteinFan>	ah yes
Mar 02 05:37:55 <DeWdRoPs>	We have planned a surprise party and desert safari.
Mar 02 05:37:56 <RammsteinFan>	great so party time eh?
Mar 02 05:38:01 <RammsteinFan>	cool
Mar 02 05:38:10 <RammsteinFan>	you in a desert safari ahem ahem
Mar 02 05:38:11 <DeWdRoPs>	I love desert safaris. I get to ride the desert bike :P
Mar 02 05:38:18 <RammsteinFan>	quad bike?
Mar 02 05:38:21 <DeWdRoPs>	Yesss, Veeeeer. I love them.
Mar 02 05:38:21 <RammsteinFan>	i like that too
Mar 02 05:38:23 <DeWdRoPs>	Yesssssssss.
Mar 02 05:38:28 <RammsteinFan>	but not in the sand
Mar 02 05:38:32 <RammsteinFan>	offroad
Mar 02 05:38:38 <DeWdRoPs>	Only since last year I am allowed to ride it alone.
Mar 02 05:38:43 <RammsteinFan>	aaah
Mar 02 05:38:48 <RammsteinFan>	so making the most of it now
Mar 02 05:38:50 <DeWdRoPs>	Ah. My cousins too. They love riding it offroad.
Mar 02 05:38:52 <DeWdRoPs>	Yesss.
Mar 02 05:38:52 <RammsteinFan>	good plan
Mar 02 05:39:11 <DeWdRoPs>	Whenever it's someone's birthday, all I suggest is Desert Safariii. Lol :P
Mar 02 05:39:37 <RammsteinFan>	there was a sports arena here and i used to do it there
Mar 02 05:39:43 <RammsteinFan>	aah
Mar 02 05:39:46 <RammsteinFan>	good plan
Mar 02 05:39:52 <DeWdRoPs>	Yessss :)
Mar 02 05:39:52 <RammsteinFan>	i liked it too
Mar 02 05:40:01 <DeWdRoPs>	Same pinch no back pinch :)
Mar 02 05:40:06 <RammsteinFan>	lol
Mar 02 05:40:08 <RammsteinFan>	ok :)
Mar 02 05:40:19 <DeWdRoPs>	These are the chances that I get and I feel like I am flying an aeroplane :P
Mar 02 05:40:27 <RammsteinFan>	good :)
Mar 02 05:40:32 <RammsteinFan>	you should ahve fun :)
Mar 02 05:40:42 <DeWdRoPs>	Yessss, Veeeeeeer :) Hugsssssssssssssss :)
Mar 02 05:40:46 <RammsteinFan>	planning to ride a bike today too?
Mar 02 05:40:54 <RammsteinFan>	hugsss :)
Mar 02 05:41:01 <DeWdRoPs>	Yess. We will be leaving around 3:00 pm.
Mar 02 05:41:13 <RammsteinFan>	ah yes
Mar 02 05:41:16 <DeWdRoPs>	The weather is lovely too.
Mar 02 05:41:21 <DeWdRoPs>	Not so hot, not so cold.
Mar 02 05:41:24 <RammsteinFan>	great
Mar 02 05:41:37 <DeWdRoPs>	Yessss. Inshallah. Will have lots of fun :)
Mar 02 05:41:43 <RammsteinFan>	good :)
Mar 02 05:41:54 <RammsteinFan>	be careful on the bike thoguh
Mar 02 05:41:55 <DeWdRoPs>	Okie my dear dear Veeeeeeeeeeeeer...
Mar 02 05:42:01 <DeWdRoPs>	I will get back into studying now.
Mar 02 05:42:05 <DeWdRoPs>	I will be. Inshallah :)
Mar 02 05:42:11 <RammsteinFan>	yeah i should get some sleep too
Mar 02 05:42:20 <DeWdRoPs>	You have a wonderful day, when you wake up and sleep too :)
Mar 02 05:42:21 <RammsteinFan>	so see you later! :)
Mar 02 05:42:42 <RammsteinFan>	you too
Mar 02 05:42:44 <RammsteinFan>	party on!
Mar 02 05:42:49 <DeWdRoPs>	Laters Veeeer. Take care. See you soooon. Hugssssssssssssss :)
Mar 02 05:42:53 <RammsteinFan>	rock the party :)
Mar 02 05:42:54 <DeWdRoPs>	Sleep on:)
Mar 02 05:42:57 <RammsteinFan>	huggggsss :)
Mar 02 05:43:03 <DeWdRoPs>	Yesssss. I will :) :)
Mar 02 05:43:09 <RammsteinFan>	lol @ sleep on
Mar 02 05:43:13 <DeWdRoPs>	:P
Mar 02 05:43:14 <RammsteinFan>	dont encourage me loool
Mar 02 05:43:19 <RammsteinFan>	ill be sleeping all day then
Mar 02 05:43:21 <RammsteinFan>	loool
Mar 02 05:43:26 <DeWdRoPs>	Awww :)
Mar 02 05:43:32 <DeWdRoPs>	Btw
Mar 02 05:43:43 <DeWdRoPs>	I started sleeping, did you hear about it ?? :P
Mar 02 05:43:48 <RammsteinFan>	nope
Mar 02 05:43:55 <RammsteinFan>	i wasnt in the paper yet :P
Mar 02 05:43:59 <RammsteinFan>	it*
Mar 02 05:44:06 <DeWdRoPs>	Yesss. Granny is doing better now and she is sleeping good at night.
Mar 02 05:44:10 <RammsteinFan>	we dont get dubai news here :P
Mar 02 05:44:11 <DeWdRoPs>	So I sleep too. And..
Mar 02 05:44:15 <DeWdRoPs>	Lol :P
Mar 02 05:44:17 <RammsteinFan>	aaaah good to hear that :)
Mar 02 05:44:24 <RammsteinFan>	you SHOULD get some sleep
Mar 02 05:44:27 <DeWdRoPs>	I have to look good on my wedding day, they say.
Mar 02 05:44:32 <DeWdRoPs>	No dark circles :P
Mar 02 05:44:36 <RammsteinFan>	yes :)
Mar 02 05:44:38 <RammsteinFan>	ofcourse
Mar 02 05:44:41 <DeWdRoPs>	:) :)
Mar 02 05:44:45 <RammsteinFan>	:)
Mar 02 05:44:53 <DeWdRoPs>	And I am in love with sleeping now :)
Mar 02 05:44:58 <RammsteinFan>	or nouman will run back to usa :P
Mar 02 05:45:02 <DeWdRoPs>	Okie.. Now study time and your sleep time :)
Mar 02 05:45:04 <RammsteinFan>	good to hear that :)
Mar 02 05:45:08 <DeWdRoPs>	Ha ha :P He sure will :D
Mar 02 05:45:17 <RammsteinFan>	no he wont im sure lol
Mar 02 05:45:17 <DeWdRoPs>	He is already back in the US :)
Mar 02 05:45:22 <RammsteinFan>	ah ok
Mar 02 05:45:27 <DeWdRoPs>	Chaliyeee Veeeer...
Mar 02 05:45:31 <RammsteinFan>	ok anyway see ya!
Mar 02 05:45:31 <DeWdRoPs>	Hum chalte hain :)
Mar 02 05:45:40 <RammsteinFan>	accha to hum bhi chalte hain :)
Mar 02 05:45:40 <DeWdRoPs>	See you soooooooooon :)
Mar 02 05:45:41 <RammsteinFan>	bye bye
Mar 02 05:45:44 <RammsteinFan>	take care
Mar 02 05:45:49 <RammsteinFan>	huggggss :)
**** ENDING LOGGING AT Thu Mar  2 05:46:01 2017

**** BEGIN LOGGING AT Wed Mar  8 03:58:49 2017

[DeWdRoPs has address LibraIRC@39A9D9.6592FF.D9FF32.A6B4E4]
Mar 08 03:58:49 <DeWdRoPs>	Latersss Veer. Will sleep now. HUgsssssssssssss :)
Mar 08 03:58:54 <DeWdRoPs>	Take care :)
Mar 08 03:58:57 <DeWdRoPs>	See you soooon :)
Mar 08 03:59:03 <RammsteinFan>	ok nazu huggggs :)
Mar 08 03:59:05 <RammsteinFan>	take care :)
Mar 08 03:59:09 <DeWdRoPs>	:)
Mar 08 03:59:12 <RammsteinFan>	see you soon
Mar 08 03:59:25 <DeWdRoPs>	Sooooon. Till then, be jhakaaaas :)
Mar 08 03:59:31 <RammsteinFan>	ok :)
Mar 08 03:59:36 <RammsteinFan>	you too :)
Mar 08 03:59:36 <DeWdRoPs>	:)
Mar 08 03:59:40 <DeWdRoPs>	I will :)
Mar 08 04:00:01 <RammsteinFan>	:)
**** ENDING LOGGING AT Wed Mar  8 04:01:03 2017

**** BEGIN LOGGING AT Sun Apr 30 19:29:42 2017

[DeWdRoPs has address LibraIRC@19B116.11B765.44D886.63162A]
Apr 30 19:29:42 <DeWdRoPs>	Hugssssssssssssssssss, Veer. Will study for sometime.
Apr 30 19:29:46 <DeWdRoPs>	I'd mailed you.
Apr 30 19:29:52 <DeWdRoPs>	Hope all is fine with you.
Apr 30 19:29:55 <DeWdRoPs>	See you soon.
Apr 30 19:30:02 <DeWdRoPs>	Take care. Hugssssss & Hugsssss :)
Apr 30 19:32:07 *	DeWdRoPs has quit (Quit: Reason filtered)
**** ENDING LOGGING AT Sun Apr 30 19:35:11 2017

**** BEGIN LOGGING AT Mon May  1 20:17:45 2017

[DeWdRoPs has address LibraIRC@19B116.11B765.1BA332.2AD15F]
May 01 20:17:50 <RammsteinFan>	hugggs :)
May 01 20:17:52 <RammsteinFan>	saw your mail
May 01 20:17:56 <RammsteinFan>	both of em :)
May 01 20:18:12 <DeWdRoPs>	Hugsssssssssssss, Veer :)
May 01 20:19:54 <DeWdRoPs>	How are you ? And how is everything ?
May 01 20:20:25 <RammsteinFan>	im fine
May 01 20:20:27 <RammsteinFan>	how are you?
May 01 20:20:36 <DeWdRoPs>	I am goodie good, Veer :)
May 01 20:20:43 <RammsteinFan>	boss is being an a-hole but i am hoping things woill work out
May 01 20:20:46 <DeWdRoPs>	What happened with the boss ?
May 01 20:20:48 <DeWdRoPs>	Ah
May 01 20:20:57 <DeWdRoPs>	Inshallah. It will. Hope so.
May 01 20:21:19 <RammsteinFan>	well usually the notice period is 3 months but usually peeps are allowed to leave in a month
May 01 20:21:31 <DeWdRoPs>	Hmmm, I see.
May 01 20:21:41 <RammsteinFan>	so he is sticking to rules
May 01 20:21:52 <DeWdRoPs>	But it's going to be fine, eh ?
May 01 20:21:57 <RammsteinFan>	he thinks i am leaving to join another company
May 01 20:22:17 <RammsteinFan>	yes i said i will talk to your boss if i have to
May 01 20:22:20 <DeWdRoPs>	Ah. Didn't you try to tell him ?
May 01 20:22:34 <RammsteinFan>	so he said he will talk to his boss first...
May 01 20:22:37 <RammsteinFan>	ill know in a few days
May 01 20:22:54 <DeWdRoPs>	Good. Let him take time. But hope you get what you want. Inshallah :)
May 01 20:23:01 <RammsteinFan>	he has to agree...i told him how come other people left...where were your rules then
May 01 20:23:20 <RammsteinFan>	so i think he will talk to his boss
May 01 20:23:33 <DeWdRoPs>	He will. Inshallah.
May 01 20:23:42 <DeWdRoPs>	Hmmm. Let him do that.
May 01 20:23:47 <RammsteinFan>	if he pretends nothing has changed then it means he hasnt talked to his boss...so i will :)
May 01 20:24:05 <DeWdRoPs>	Yess. We have options. So it should be fine :)
May 01 20:24:08 <RammsteinFan>	yes
May 01 20:24:15 <RammsteinFan>	so i am not that worried
May 01 20:24:23 <RammsteinFan>	a little but not so much
May 01 20:24:25 <DeWdRoPs>	I am sure all will be fine, Veeeeer. Inshallah :)
May 01 20:24:33 <DeWdRoPs>	A little is okie :)
May 01 20:24:38 <RammsteinFan>	i gotta join th eother job in june so i need to be in my hometown by this month end
May 01 20:24:47 <RammsteinFan>	oh i am not worried
May 01 20:25:12 <DeWdRoPs>	In June. So we have only this month.
May 01 20:25:13 <RammsteinFan>	i know his boss will agree with me
May 01 20:25:31 <RammsteinFan>	im leaving for a personal reason
May 01 20:25:35 <RammsteinFan>	yes
May 01 20:25:46 <RammsteinFan>	after that ill be busy settling into my new job
May 01 20:25:50 <DeWdRoPs>	He should. If you wish to leave, they should respect your decision.
May 01 20:25:57 <RammsteinFan>	yes exactly
May 01 20:26:04 <DeWdRoPs>	I know. You will be very busy till you get settled.
May 01 20:26:35 <RammsteinFan>	yes
May 01 20:26:48 <DeWdRoPs>	I am happy for you, Veeeer. I really wish and pray and hope that all goes well for you, the same way as you want. Ameen :)
May 01 20:26:59 <RammsteinFan>	i dont know how new job will be
